bici_estacion_origen,bici_estacion_destino,dni_usuario,hora_retiro,tiempo_de_uso,hora_de_llegada
68,58,6042050,17:29:09,00:35:38,18:04:47
28,157,5882120,17:55:44,00:09:09,18:04:53
5,5,5780390,17:59:02,00:06:31,18:05:33
28,157,5882120,17:57:09,00:08:41,18:05:50
7,17,5187030,17:46:44,00:19:09,18:05:53
38,58,6042050,17:26:04,00:40:30,18:06:34
33,194,5965780,17:46:11,00:20:30,18:06:41
68,1,5509730,17:07:18,00:59:30,18:06:48
167,167,4983570,16:26:27,01:40:27,18:06:54
28,157,5882120,17:58:41,00:08:21,18:07:02
114,26,2872630,16:36:09,01:31:15,18:07:24
88,83,6394240,17:53:09,00:14:46,18:07:55
41,28,5095550,17:57:09,00:10:47,18:07:56
154,56,5731900,16:58:55,01:09:20,18:08:15
174,116,6248700,17:55:32,00:12:48,18:08:20
29,188,5572600,17:53:17,00:15:13,18:08:30
117,187,5120150,17:30:17,00:38:59,18:09:16
14,14,5158790,17:18:55,00:50:36,18:09:31
1,9,5313860,17:55:55,00:13:36,18:09:31
76,175,5955230,17:59:48,00:09:43,18:09:31
33,200,5751430,17:18:17,00:51:16,18:09:33
44,182,5735920,17:44:44,00:25:51,18:10:35
56,9,5313860,17:49:54,00:20:43,18:10:37
146,157,5882120,18:00:30,00:10:28,18:10:58
79,126,1764650,17:48:17,00:22:52,18:11:09
121,127,6155360,17:49:25,00:21:55,18:11:20
163,83,6394240,17:57:24,00:13:59,18:11:23
117,1,5170700,17:40:54,00:30:37,18:11:31
58,14,5869150,17:01:01,01:10:34,18:11:35
146,157,5882120,18:02:18,00:09:18,18:11:36
28,157,5882120,18:00:59,00:10:45,18:11:44
73,135,6234420,17:32:26,00:39:25,18:11:51
148,166,5731900,17:03:47,01:08:43,18:12:30
195,195,3073820,18:01:06,00:11:26,18:12:32
32,68,5126030,18:03:54,00:08:56,18:12:50
146,157,5882120,18:02:22,00:10:41,18:13:03
8,8,5817340,17:14:43,00:58:30,18:13:13
84,84,3122830,17:49:55,00:23:21,18:13:16
111,8,5783160,16:38:13,01:35:04,18:13:17
62,194,5965780,17:43:07,00:30:24,18:13:31
76,175,5955230,17:58:47,00:14:56,18:13:43
146,91,6434870,18:01:15,00:13:10,18:14:25
109,109,5097280,17:26:09,00:48:23,18:14:32
13,83,6394240,18:03:21,00:12:16,18:15:37
28,157,5882120,18:07:09,00:09:06,18:16:15
28,157,5882120,18:06:59,00:09:28,18:16:27
163,83,6394240,18:06:31,00:10:10,18:16:41
9,167,5440160,16:50:18,01:26:42,18:17:00
33,58,6042050,17:49:04,00:27:59,18:17:03
89,9,5440160,17:21:16,00:55:47,18:17:03
18,186,5666010,17:52:48,00:24:47,18:17:35
93,72,1895160,18:05:02,00:12:33,18:17:35
146,157,5882120,18:08:07,00:09:41,18:17:48
76,175,5955230,18:10:23,00:08:38,18:19:01
13,83,6394240,18:08:18,00:10:52,18:19:10
8,167,4983570,17:49:47,00:29:26,18:19:13
194,93,3126850,17:54:05,00:25:15,18:19:20
174,116,6248700,18:08:09,00:11:31,18:19:40
163,83,6394240,18:10:15,00:09:40,18:19:55
33,30,5751430,17:34:04,00:45:53,18:19:57
181,193,6248700,17:08:02,01:12:14,18:20:16
146,157,5882120,18:02:21,00:18:06,18:20:27
199,157,5882120,18:10:41,00:10:01,18:20:42
26,111,2872630,18:12:33,00:08:14,18:20:47
76,175,5955230,18:11:52,00:09:44,18:21:36
88,83,6394240,17:54:16,00:27:36,18:21:52
146,157,5882120,18:11:51,00:10:31,18:22:22
12,30,5810010,18:12:39,00:09:48,18:22:27
121,110,6032930,18:14:10,00:08:21,18:22:31
39,150,5605040,17:26:36,00:56:52,18:23:28
131,37,6112850,18:13:19,00:10:27,18:23:46
30,69,5313860,17:59:28,00:24:30,18:23:58
1,81,5023190,17:53:22,00:31:23,18:24:45
89,56,5440160,18:07:37,00:17:34,18:25:11
110,59,5430170,18:15:14,00:10:06,18:25:20
1,1,6556000,18:10:44,00:14:42,18:25:26
84,174,5529760,18:07:44,00:18:14,18:25:58
166,189,5731900,17:35:14,00:50:45,18:25:59
146,174,6434870,17:25:22,01:00:38,18:26:00
88,45,6394240,17:58:06,00:28:03,18:26:09
76,95,5955230,18:16:20,00:09:54,18:26:14
111,160,2872630,15:37:27,02:48:56,18:26:23
24,17,5187030,18:05:23,00:22:25,18:27:48
9,9,6248700,18:16:57,00:11:47,18:28:44
109,20,5097280,18:18:41,00:10:19,18:29:00
73,135,6234420,17:57:42,00:31:20,18:29:02
76,95,5955230,18:19:18,00:09:46,18:29:04
76,175,5955230,18:18:25,00:10:50,18:29:15
152,57,5845310,18:11:58,00:17:19,18:29:17
167,29,5440160,18:22:03,00:07:30,18:29:33
163,33,5751430,18:16:20,00:13:41,18:30:01
32,68,5126030,18:22:05,00:07:59,18:30:04
13,96,5572600,18:21:38,00:08:30,18:30:08
21,21,5605040,17:59:36,00:30:40,18:30:16
169,18,5836690,18:07:57,00:23:09,18:31:06
97,157,5882120,18:10:56,00:21:12,18:32:08
27,46,5170700,18:00:17,00:31:58,18:32:15
27,174,5529760,18:17:04,00:15:39,18:32:43
158,158,5945340,16:45:35,01:47:24,18:32:59
94,94,5674730,17:38:29,00:54:35,18:33:04
68,68,5126030,18:27:30,00:05:56,18:33:26
21,21,3430190,17:16:57,01:16:47,18:33:44
173,173,5071730,18:25:13,00:09:33,18:34:46
87,187,5111540,18:26:55,00:08:08,18:35:03
73,135,6234420,18:03:33,00:32:03,18:35:36
1,191,5509730,18:14:57,00:21:01,18:35:58
119,1,5810010,18:29:22,00:07:05,18:36:27
6,73,5666010,17:42:21,00:54:19,18:36:40
20,109,5097280,18:22:56,00:13:53,18:36:49
76,175,5955230,18:27:05,00:10:07,18:37:12
174,174,5529760,18:16:06,00:22:06,18:38:12
84,174,5529760,18:23:28,00:14:45,18:38:13
89,177,5440160,17:48:22,00:50:03,18:38:25
121,82,6032930,18:25:21,00:13:18,18:38:39
199,157,5882120,18:27:47,00:11:08,18:38:55
22,193,2069250,18:21:33,00:17:40,18:39:13
22,69,5810010,18:18:16,00:21:20,18:39:36
84,88,5529760,18:23:03,00:16:37,18:39:40
146,157,5882120,18:29:30,00:10:12,18:39:42
6,135,6234420,18:10:10,00:29:46,18:39:56
93,6,5666010,18:10:03,00:30:23,18:40:26
59,93,3126850,18:15:01,00:25:48,18:40:49
155,107,5605040,18:23:22,00:17:42,18:41:04
67,157,5882120,18:16:36,00:24:37,18:41:13
174,46,5170700,18:15:15,00:25:59,18:41:14
20,20,5097280,18:19:28,00:22:02,18:41:30
36,12,5731900,16:37:23,02:04:21,18:41:44
46,192,1895160,18:18:23,00:23:27,18:41:50
174,21,5605040,18:02:11,00:39:40,18:41:51
29,87,5572600,18:23:15,00:18:52,18:42:07
69,12,5925780,18:28:07,00:14:57,18:43:04
186,186,4841520,17:38:36,01:04:38,18:43:14
8,167,4983570,18:13:55,00:29:38,18:43:33
22,116,2069250,18:21:42,00:22:09,18:43:51
1,81,5023190,18:16:37,00:27:36,18:44:13
84,174,5529760,18:28:34,00:15:55,18:44:29
83,174,5529760,18:29:02,00:15:33,18:44:35
33,115,5313860,18:33:10,00:11:46,18:44:56
79,18,5071730,18:21:41,00:23:44,18:45:25
84,174,5529760,18:26:37,00:19:15,18:45:52
21,107,5605040,18:31:41,00:15:04,18:46:45
11,174,5529760,18:37:29,00:10:12,18:47:41
191,191,6112850,18:11:46,00:36:14,18:48:00
184,67,6109620,18:33:00,00:15:10,18:48:10
95,19,5731900,18:13:21,00:35:12,18:48:33
22,191,5509730,18:33:17,00:15:28,18:48:45
104,31,6109620,18:29:19,00:19:38,18:48:57
28,196,5666010,18:18:41,00:30:40,18:49:21
84,174,5529760,18:32:37,00:16:48,18:49:25
12,64,5313860,18:42:17,00:07:13,18:49:30
73,173,6234420,18:32:25,00:17:08,18:49:33
8,131,3892850,18:21:42,00:27:57,18:49:39
29,29,5187030,18:43:35,00:06:22,18:49:57
163,83,6394240,18:40:56,00:09:08,18:50:04
174,165,5072780,18:27:18,00:22:50,18:50:08
100,69,1895160,18:29:42,00:21:17,18:50:59
1,1,5440160,17:58:48,00:52:38,18:51:26
84,174,5529760,18:40:37,00:11:03,18:51:40
1,53,5656970,18:08:12,00:43:31,18:51:43
150,72,6244540,17:08:48,01:43:05,18:51:53
84,174,5529760,18:40:55,00:12:19,18:53:14
141,41,5605040,18:28:13,00:25:02,18:53:15
76,95,5955230,18:42:46,00:10:47,18:53:33
165,154,5338480,18:33:03,00:21:00,18:54:03
117,117,5664960,18:44:30,00:09:34,18:54:04
32,117,5120150,16:20:59,02:33:06,18:54:05
6,135,6234420,18:17:12,00:37:09,18:54:21
95,194,5351960,18:12:39,00:41:54,18:54:33
76,175,5955230,18:41:01,00:13:53,18:54:54
116,9,6248700,18:42:07,00:13:22,18:55:29
23,106,5338480,18:20:47,00:35:00,18:55:47
56,89,5440160,18:40:32,00:15:42,18:56:14
10,129,5641780,17:54:40,01:01:59,18:56:39
77,77,5965780,18:51:59,00:05:12,18:57:11
50,12,5925780,18:23:30,00:33:53,18:57:23
84,174,5529760,18:43:38,00:14:12,18:57:50
115,9,5313860,18:33:21,00:24:35,18:57:56
73,135,6234420,17:42:43,01:15:30,18:58:13
165,37,6112850,18:36:20,00:22:20,18:58:40
193,90,6248700,18:20:53,00:38:20,18:59:13
149,106,6200670,18:51:39,00:07:55,18:59:34
154,59,5430170,18:50:40,00:09:09,18:59:49
186,30,5666010,18:23:24,00:36:44,19:00:08
96,33,5751430,18:45:35,00:14:41,19:00:16
38,119,5810010,18:16:39,00:43:38,19:00:17
148,61,3502890,18:44:26,00:16:10,19:00:36
45,133,5529070,18:25:42,00:35:38,19:01:20
85,110,5572600,18:54:27,00:07:19,19:01:46
84,174,5529760,18:50:37,00:11:20,19:01:57
84,174,5529760,18:50:28,00:11:41,19:02:09
177,9,5440160,18:08:44,00:54:00,19:02:44
26,148,5731900,17:25:35,01:37:11,19:02:46
166,101,5731900,18:19:47,00:44:07,19:03:54
159,159,6200670,17:13:37,01:50:21,19:03:58
69,90,5585920,18:52:43,00:11:28,19:04:11
121,91,2796960,18:17:03,00:47:35,19:04:38
158,5,6032930,18:10:16,00:54:24,19:04:40
144,144,3122830,18:53:16,00:11:40,19:04:56
147,75,5731900,17:25:37,01:39:27,19:05:04
154,69,5430170,18:58:20,00:07:18,19:05:38
59,32,3502890,18:34:53,00:30:59,19:05:52
32,17,5187030,18:45:02,00:21:19,19:06:21
50,77,3126850,18:09:07,00:57:18,19:06:25
192,47,1895160,18:55:36,00:11:26,19:07:02
59,129,2274020,18:40:35,00:27:28,19:08:03
175,117,5664960,18:43:03,00:25:57,19:09:00
177,9,5440160,18:44:18,00:24:55,19:09:13
76,175,5955230,18:59:35,00:09:40,19:09:15
14,182,5735920,19:00:47,00:08:40,19:09:27
76,175,5955230,18:57:21,00:13:16,19:10:37
109,121,6032930,18:58:50,00:11:57,19:10:47
142,194,5965780,18:57:32,00:14:04,19:11:36
122,20,4883640,18:52:20,00:19:19,19:11:39
72,161,1895160,18:46:12,00:26:04,19:12:16
76,175,5955230,19:02:58,00:09:40,19:12:38
9,89,5751430,16:58:47,02:13:53,19:12:40
189,181,5810010,18:34:36,00:38:15,19:12:51
168,164,5071730,17:52:39,01:20:40,19:13:19
120,93,5817340,18:30:17,00:43:10,19:13:27
20,109,5097280,19:00:55,00:12:33,19:13:28
150,95,5955230,18:57:48,00:16:03,19:13:51
178,57,1895160,18:43:08,00:30:52,19:14:00
12,161,5731900,17:53:00,01:21:21,19:14:21
29,158,5945340,18:47:20,00:27:18,19:14:38
99,44,6032930,18:11:37,01:03:05,19:14:42
110,14,5430170,18:52:13,00:22:31,19:14:44
57,169,1895160,18:31:36,00:43:09,19:14:45
126,159,5637910,17:32:43,01:42:37,19:15:20
127,127,5674730,19:05:50,00:09:35,19:15:25
76,175,5955230,19:05:10,00:10:19,19:15:29
25,129,5641780,19:01:10,00:14:23,19:15:33
40,172,5120150,17:12:06,02:04:13,19:16:19
17,29,5187030,19:07:33,00:09:00,19:16:33
110,121,6032930,19:06:56,00:10:02,19:16:58
87,188,5945340,18:58:41,00:18:29,19:17:10
89,9,5440160,18:20:34,00:56:58,19:17:32
8,89,5440160,18:41:23,00:36:15,19:17:38
56,122,5731900,18:30:02,00:47:41,19:17:43
73,135,6234420,18:45:28,00:35:03,19:20:31
183,183,4300980,18:53:29,00:27:17,19:20:46
64,113,5313860,18:55:30,00:25:25,19:20:55
109,109,5097280,19:04:51,00:16:19,19:21:10
200,200,6248700,18:39:23,00:43:24,19:22:47
29,87,5674730,18:37:23,00:46:29,19:23:52
14,177,5097280,17:11:03,02:13:19,19:24:22
150,117,6200670,19:16:41,00:08:50,19:25:31
89,9,5440160,18:29:11,00:56:33,19:25:44
152,111,4971330,18:45:10,00:40:40,19:25:50
85,9,4485570,19:15:52,00:09:58,19:25:50
32,17,5187030,19:03:15,00:22:39,19:25:54
113,74,5923390,19:02:53,00:23:13,19:26:06
110,14,5430170,19:00:15,00:26:10,19:26:25
8,58,6042050,18:36:35,00:50:38,19:27:13
120,86,4987430,18:38:17,00:48:59,19:27:16
42,76,5955230,19:17:34,00:09:44,19:27:18
182,160,3771690,19:04:01,00:23:22,19:27:23
161,74,5187030,19:01:10,00:26:25,19:27:35
17,17,5187030,19:21:13,00:06:30,19:27:43
146,8,6434870,18:58:58,00:28:56,19:27:54
184,41,6109620,19:17:55,00:10:54,19:28:49
136,99,5097280,19:21:55,00:07:19,19:29:14
183,183,4300980,18:46:13,00:43:43,19:29:56
174,193,2069250,19:17:13,00:13:17,19:30:30
9,56,5313860,19:14:03,00:17:02,19:31:05
25,109,5097280,19:20:23,00:10:57,19:31:20
117,174,5170700,19:01:36,00:30:23,19:31:59
163,155,5605040,19:03:33,00:28:54,19:32:27
8,8,6042050,19:22:48,00:10:09,19:32:57
74,17,5187030,19:00:33,00:32:26,19:32:59
183,183,4300980,19:00:11,00:32:52,19:33:03
29,87,5572600,18:19:46,01:13:18,19:33:04
17,17,5187030,19:27:47,00:06:02,19:33:49
135,62,5731900,18:42:29,00:52:19,19:34:48
154,59,5430170,19:24:29,00:11:13,19:35:42
17,175,5955230,19:11:36,00:24:15,19:35:51
96,121,4917160,19:24:02,00:12:01,19:36:03
200,116,6248700,18:53:10,00:43:38,19:36:48
9,9,5751430,19:18:44,00:18:23,19:37:07
156,9,5440160,18:15:12,01:21:57,19:37:09
30,172,5666010,19:06:28,00:31:27,19:37:55
182,160,3771690,19:21:29,00:16:34,19:38:03
32,45,3502890,19:29:31,00:08:42,19:38:13
116,193,6248700,19:25:16,00:13:11,19:38:27
170,9,5570850,19:21:49,00:17:07,19:38:56
33,115,5751430,18:34:50,01:04:06,19:38:56
33,33,5751430,18:24:18,01:15:03,19:39:21
46,49,1895160,19:05:35,00:33:58,19:39:33
32,68,5126030,19:26:36,00:13:02,19:39:38
76,175,5955230,19:26:35,00:13:42,19:40:17
66,142,5925780,19:30:21,00:10:36,19:40:57
121,91,2796960,19:00:44,00:40:34,19:41:18
129,70,5641780,19:33:35,00:07:54,19:41:29
147,12,5925780,19:02:55,00:38:51,19:41:46
23,196,5666010,19:19:16,00:23:51,19:43:07
144,144,6273490,19:37:14,00:06:07,19:43:21
30,12,5751430,18:39:37,01:04:33,19:44:10
96,129,4917160,19:27:43,00:16:40,19:44:23
32,117,5120150,17:17:29,02:27:26,19:44:55
76,175,5955230,19:33:20,00:12:06,19:45:26
84,27,5529760,19:31:31,00:14:39,19:46:10
25,129,5641780,19:31:17,00:15:02,19:46:19
59,194,5965780,19:33:02,00:13:24,19:46:26
161,161,5187030,19:37:40,00:08:50,19:46:30
90,116,5751430,19:36:42,00:09:50,19:46:32
182,182,5097280,19:27:40,00:19:18,19:46:58
21,107,5605040,17:55:20,01:52:07,19:47:27
72,72,1895160,19:29:44,00:17:49,19:47:33
191,68,5126030,19:37:59,00:10:09,19:48:08
33,145,5529070,19:21:38,00:26:54,19:48:32
20,109,5097280,19:33:21,00:15:14,19:48:35
174,200,2069250,19:34:38,00:14:08,19:48:46
40,45,3502890,19:41:28,00:07:22,19:48:50
5,191,5509730,18:59:37,00:49:40,19:49:17
32,17,5187030,19:26:47,00:22:54,19:49:41
44,44,5192240,18:48:09,01:01:50,19:49:59
8,42,6042050,19:38:14,00:12:10,19:50:24
188,186,5572600,18:13:50,01:36:35,19:50:25
66,175,5955230,19:20:28,00:30:24,19:50:52
44,44,5192240,18:56:42,00:54:46,19:51:28
150,172,5817340,19:01:35,00:50:01,19:51:36
87,29,6554360,19:38:24,00:13:18,19:51:42
25,54,4883640,19:36:12,00:15:30,19:51:42
46,33,5170700,19:16:05,00:35:38,19:51:43
76,95,5955230,19:41:42,00:10:44,19:52:26
135,95,5731900,19:24:22,00:28:21,19:52:43
110,14,5430170,19:29:59,00:23:33,19:53:32
9,9,6248700,19:00:53,00:53:00,19:53:53
170,44,5570850,19:25:43,00:28:14,19:53:57
173,120,1895160,19:37:16,00:18:13,19:55:29
1,69,5810010,19:38:37,00:17:06,19:55:43
3,3,5056430,19:50:34,00:05:54,19:56:28
172,28,5666010,19:36:51,00:19:55,19:56:46
72,9,1895160,19:26:30,00:30:28,19:56:58
164,155,5605040,19:09:39,00:47:27,19:57:06
64,125,5925780,19:22:09,00:35:11,19:57:20
4,4,6038690,19:51:35,00:05:50,19:57:25
20,123,5097280,19:39:16,00:18:25,19:57:41
68,68,5126030,19:07:56,00:50:08,19:58:04
1,1,5440160,19:00:41,00:58:20,19:59:01
167,167,4983570,18:11:57,01:48:36,20:00:33
87,87,6109620,19:55:00,00:06:16,20:01:16
141,183,4300980,19:49:16,00:12:25,20:01:41
36,36,3502890,19:56:59,00:05:02,20:02:01
29,167,5572600,19:14:20,00:47:50,20:02:10
76,175,5955230,19:49:52,00:12:54,20:02:46
76,175,5955230,19:50:21,00:13:33,20:03:54
17,17,5187030,19:11:37,00:52:23,20:04:00
72,72,6200670,18:36:14,01:27:47,20:04:01
9,189,6471060,19:39:22,00:24:49,20:04:11
80,67,6109620,19:53:45,00:11:18,20:05:03
77,135,5955230,19:47:33,00:17:31,20:05:04
9,89,5440160,19:39:20,00:26:40,20:06:00
146,86,4987430,19:44:00,00:22:22,20:06:22
42,17,5187030,19:46:01,00:20:35,20:06:36
14,160,5605040,19:26:52,00:39:50,20:06:42
172,6,5666010,19:45:15,00:21:44,20:06:59
95,68,5126030,19:59:48,00:08:00,20:07:48
90,123,6471060,19:54:07,00:13:54,20:08:01
103,103,6248700,19:21:56,00:47:19,20:09:15
5,56,5735920,19:59:09,00:10:50,20:09:59
59,93,3126850,19:40:37,00:29:41,20:10:18
39,79,6042050,19:34:05,00:36:20,20:10:25
146,86,4987430,20:02:34,00:08:06,20:10:40
44,44,5192240,19:22:37,00:48:05,20:10:42
118,183,5529760,20:05:18,00:07:02,20:12:20
5,156,6313170,19:16:19,00:56:28,20:12:47
155,41,5605040,18:27:04,01:45:59,20:13:03
88,84,5529760,20:06:12,00:07:18,20:13:30
51,183,4300980,20:04:05,00:09:48,20:13:53
28,73,5666010,19:51:36,00:22:37,20:14:13
88,76,5529760,19:59:07,00:15:08,20:14:15
74,68,5126030,19:43:21,00:31:00,20:14:21
118,183,5529760,20:07:08,00:07:20,20:14:28
95,8,5783160,20:01:56,00:13:06,20:15:02
50,117,5170700,19:27:00,00:48:05,20:15:05
174,33,5120150,20:05:46,00:09:21,20:15:07
192,131,5495730,20:05:20,00:10:02,20:15:22
170,44,5570850,19:21:59,00:54:32,20:16:31
30,30,5751430,19:31:08,00:45:43,20:16:51
88,76,5529760,20:09:14,00:07:51,20:17:05
29,116,5945340,19:44:59,00:32:33,20:17:32
33,89,5751430,19:18:48,00:59:29,20:18:17
76,88,6394240,20:09:34,00:09:46,20:19:20
30,89,5751430,19:46:15,00:33:47,20:20:02
25,122,4883640,19:35:20,00:44:56,20:20:16
110,14,5430170,19:54:50,00:25:38,20:20:28
51,183,4300980,19:54:40,00:25:56,20:20:36
88,76,5529760,20:12:54,00:07:44,20:20:38
88,76,5529760,20:11:12,00:09:41,20:20:53
122,14,5731900,19:23:46,00:57:29,20:21:15
93,93,5409840,19:55:15,00:26:12,20:21:27
163,194,5377800,20:01:13,00:20:25,20:21:38
13,194,5377800,19:59:15,00:22:52,20:22:07
172,174,5845310,19:54:51,00:27:40,20:22:31
112,133,5529070,19:33:27,00:49:51,20:23:18
163,194,5377800,20:03:46,00:19:48,20:23:34
187,87,5111540,18:43:22,01:40:31,20:23:53
76,88,6394240,20:15:37,00:08:36,20:24:13
88,84,5529760,20:14:25,00:09:52,20:24:17
13,194,5377800,19:58:03,00:26:36,20:24:39
189,166,5731900,19:27:39,00:57:04,20:24:43
88,27,5529760,20:10:46,00:13:58,20:24:44
75,84,5529760,20:16:09,00:08:43,20:24:52
124,9,5751430,19:31:40,00:53:54,20:25:34
37,156,5509730,20:04:55,00:20:48,20:25:43
183,183,4300980,19:22:00,01:03:48,20:25:48
67,97,6109620,20:10:36,00:15:19,20:25:55
82,89,5440160,20:04:12,00:21:49,20:26:01
155,150,5605040,19:15:38,01:10:41,20:26:19
88,27,5529760,20:10:04,00:16:27,20:26:31
25,129,5641780,20:13:57,00:12:49,20:26:46
30,9,5751430,19:27:08,00:59:41,20:26:49
91,91,2796960,20:13:39,00:14:04,20:27:43
163,33,5751430,20:13:22,00:14:24,20:27:46
93,13,3126850,20:12:48,00:15:15,20:28:03
163,194,5377800,20:06:42,00:21:24,20:28:06
76,95,5955230,20:14:13,00:14:02,20:28:15
88,76,5529760,20:15:22,00:13:00,20:28:22
1,113,5313860,20:00:11,00:29:20,20:29:31
171,96,4971330,19:01:58,01:28:26,20:30:24
118,183,5529760,20:03:42,00:27:27,20:31:09
166,12,6038690,20:11:42,00:19:51,20:31:33
148,182,5731900,17:53:23,02:39:07,20:32:30
106,13,3126850,20:23:50,00:09:14,20:33:04
106,13,3126850,20:23:58,00:09:10,20:33:08
75,27,5529760,20:15:09,00:18:20,20:33:29
59,106,3126850,20:06:15,00:28:00,20:34:15
186,69,5751430,20:06:56,00:27:49,20:34:45
96,82,6040450,20:17:16,00:17:43,20:34:59
63,126,1764650,19:54:19,00:40:54,20:35:13
28,178,4987430,20:24:56,00:10:25,20:35:21
76,175,5955230,20:23:25,00:12:35,20:36:00
30,89,5751430,19:56:31,00:39:33,20:36:04
106,13,3126850,20:25:45,00:10:31,20:36:16
166,56,5731900,19:43:51,00:52:52,20:36:43
75,27,5529760,20:24:55,00:12:16,20:37:11
75,27,5529760,20:24:15,00:12:58,20:37:13
146,86,4987430,19:51:31,00:45:52,20:37:23
88,27,5529760,20:19:23,00:18:19,20:37:42
158,87,5731900,20:06:12,00:32:28,20:38:40
55,55,5664250,20:25:25,00:13:41,20:39:06
158,29,5945340,20:16:21,00:23:26,20:39:47
44,5,4971330,19:59:09,00:42:28,20:41:37
9,50,5751430,20:05:17,00:36:58,20:42:15
76,95,5955230,20:23:47,00:18:30,20:42:17
117,117,5664960,20:33:19,00:09:45,20:43:04
87,184,6109620,20:06:40,00:36:28,20:43:08
121,190,6556000,20:06:35,00:37:11,20:43:46
4,193,5664250,20:20:55,00:23:07,20:44:02
13,194,5377800,20:14:32,00:30:16,20:44:48
33,9,5751430,19:52:08,00:53:02,20:45:10
1,56,5313860,20:11:57,00:34:44,20:46:41
199,86,4987430,20:18:37,00:28:05,20:46:42
72,1,5509730,20:08:58,00:37:47,20:46:45
1,164,5023190,19:57:13,00:50:09,20:47:22
157,157,4987430,19:55:44,00:52:26,20:48:10
89,30,5751430,20:10:08,00:38:37,20:48:45
12,200,5751430,20:24:43,00:25:13,20:49:56
155,67,6109620,20:35:11,00:14:59,20:50:10
4,200,5664250,20:15:24,00:34:47,20:50:11
95,148,5731900,20:30:31,00:20:06,20:50:37
148,25,5731900,20:16:59,00:34:00,20:50:59
73,73,5666010,20:31:05,00:20:13,20:51:18
33,200,5751430,18:51:01,02:00:28,20:51:29
76,95,5955230,20:42:02,00:09:40,20:51:42
4,193,5664250,20:24:06,00:27:58,20:52:04
23,156,5509730,20:31:59,00:20:09,20:52:08
76,88,6394240,20:44:19,00:07:58,20:52:17
9,170,5570850,20:31:02,00:21:17,20:52:19
96,13,5572600,20:42:59,00:09:32,20:52:31
91,96,4987430,19:56:19,00:56:16,20:52:35
89,8,5440160,19:41:54,01:11:34,20:53:28
14,14,5158790,19:30:20,01:23:51,20:54:11
117,117,5120150,19:32:44,01:22:08,20:54:52
91,58,3126850,20:14:04,00:41:02,20:55:06
76,88,6394240,20:47:04,00:08:02,20:55:06
113,100,5097280,20:49:08,00:07:17,20:56:25
67,184,6109620,20:41:43,00:15:28,20:57:11
4,116,5664250,20:16:17,00:41:24,20:57:41
182,125,5735920,20:48:58,00:09:19,20:58:17
55,174,6038690,20:04:10,00:54:16,20:58:26
33,12,5751430,19:57:29,01:01:11,20:58:40
33,9,5751430,20:20:44,00:39:17,21:00:01
79,111,5520960,20:29:42,00:30:56,21:00:38
25,70,4883640,20:53:07,00:07:34,21:00:41
9,12,5925780,20:46:21,00:14:44,21:01:05
4,193,5664250,20:23:34,00:37:34,21:01:08
4,193,5664250,20:26:24,00:35:13,21:01:37
13,45,6394240,20:49:21,00:12:45,21:02:06
30,9,5751430,20:03:12,00:59:07,21:02:19
68,150,6042050,20:20:47,00:41:55,21:02:42
155,70,5605040,20:20:42,00:42:18,21:03:00
5,191,5509730,20:28:25,00:34:38,21:03:03
117,117,5664960,20:54:35,00:08:42,21:03:17
34,117,5120150,20:51:39,00:11:41,21:03:20
123,200,5731900,19:59:57,01:03:53,21:03:50
58,168,5731900,20:32:22,00:32:11,21:04:33
83,88,6394240,20:52:27,00:12:14,21:04:41
154,33,5751430,20:51:35,00:13:24,21:04:59
30,50,5751430,20:09:01,00:56:14,21:05:15
21,21,5605040,20:55:55,00:09:49,21:05:44
1,97,3892850,19:53:37,01:15:45,21:09:22
100,102,5097280,21:01:44,00:07:56,21:09:40
72,133,5529070,20:23:02,00:46:51,21:09:53
25,129,5641780,20:55:39,00:15:52,21:11:31
9,12,5751430,20:18:47,00:53:54,21:12:41
58,96,6042050,20:35:16,00:37:29,21:12:45
30,166,5751430,20:08:58,01:03:53,21:12:51
4,193,5664250,20:44:29,00:28:46,21:13:15
63,77,5158790,20:43:27,00:30:27,21:13:54
153,153,1764650,21:03:32,00:10:37,21:14:09
89,66,5440160,21:04:00,00:10:22,21:14:22
72,68,5126030,21:05:31,00:11:15,21:16:46
44,170,5570850,20:50:14,00:26:35,21:16:49
54,129,5641780,21:10:15,00:07:01,21:17:16
89,69,5751430,20:23:25,00:53:59,21:17:24
146,21,6434870,21:07:33,00:10:24,21:17:57
50,59,3126850,21:04:21,00:13:40,21:18:01
69,12,5751430,20:31:40,00:47:00,21:18:40
9,9,5751430,19:50:50,01:28:30,21:19:20
124,124,5751430,20:36:49,00:43:01,21:19:50
97,197,3892850,21:01:48,00:18:37,21:20:25
76,175,5955230,21:07:52,00:12:41,21:20:33
192,26,5495730,21:03:35,00:18:16,21:21:51
200,30,5751430,21:03:27,00:18:37,21:22:04
21,107,5605040,21:11:09,00:10:58,21:22:07
87,67,6109620,21:09:28,00:13:03,21:22:31
8,150,6042050,20:42:34,00:40:59,21:23:33
29,167,5945340,20:46:17,00:37:57,21:24:14
14,168,5731900,20:26:32,00:58:19,21:24:51
46,107,1895160,21:09:19,00:16:20,21:25:39
8,42,5783160,21:19:43,00:07:12,21:26:55
192,192,5495730,21:13:33,00:13:42,21:27:15
117,117,5664960,21:13:05,00:14:26,21:27:31
89,124,5751430,20:25:46,01:02:05,21:27:51
112,12,5925780,21:13:07,00:14:49,21:27:56
