estacion_origen,estacion_destino,dni_usuario,hora_retiro,tiempo_de_uso,hora_de_llegada,id_bici
88,93,5350780,17:13:24,00:26:46,17:40:10,4197
93,167,5523410,17:04:34,00:35:36,17:40:10,3378
163,82,5577370,17:22:54,00:17:24,17:40:18,8856
171,76,6176840,17:30:15,00:10:46,17:41:01,8428
27,183,5614190,17:31:13,00:11:06,17:42:19,4184
11,197,6232990,16:48:16,00:54:15,17:42:31,1767
171,1,6187460,17:19:27,00:23:27,17:42:54,5771
125,9,5119190,17:29:26,00:13:35,17:43:01,6609
103,110,4687130,17:21:33,00:22:09,17:43:42,5611
143,99,4306090,17:22:01,00:22:00,17:44:01,4478
85,166,5255420,17:26:50,00:17:34,17:44:24,4099
119,115,6029990,17:20:02,00:24:42,17:44:44,7594
96,66,4979870,17:22:46,00:22:08,17:44:54,3080
178,86,5077210,17:26:19,00:18:38,17:44:57,1875
183,155,5204590,17:20:29,00:24:56,17:45:25,3801
163,8,5581460,17:33:09,00:12:32,17:45:41,7734
181,143,4306090,17:36:38,00:09:07,17:45:45,5356
91,126,5581460,17:19:44,00:26:52,17:46:36,2207
161,82,5901700,17:39:25,00:07:18,17:46:43,3390
87,70,5354890,17:11:50,00:35:22,17:47:12,6511
14,29,4975210,17:16:17,00:31:35,17:47:52,1672
163,8,5581460,17:34:25,00:13:30,17:47:55,6466
25,13,4926290,17:29:44,00:18:16,17:48:00,1000
66,87,4979870,17:22:27,00:25:45,17:48:12,1068
199,118,5077210,17:35:37,00:13:12,17:48:49,2654
87,147,5735990,16:35:30,01:13:26,17:48:56,7096
144,167,5597870,17:09:20,00:40:23,17:49:43,8241
33,170,5255420,17:41:38,00:08:34,17:50:12,4150
30,125,6227110,17:18:18,00:32:20,17:50:38,3581
161,161,5534270,17:25:32,00:25:34,17:51:06,4362
25,25,6553830,17:38:23,00:12:47,17:51:10,5907
110,66,4979870,17:44:05,00:07:14,17:51:19,8889
33,168,5601200,17:31:11,00:21:11,17:52:22,5302
119,119,6037820,17:46:23,00:06:25,17:52:48,1149
5,70,5354890,17:36:38,00:16:28,17:53:06,6008
9,9,5211030,17:13:16,00:40:21,17:53:37,4804
28,155,5876170,17:36:46,00:17:18,17:54:04,8825
9,56,5546950,17:14:11,00:40:18,17:54:29,6886
62,17,4306090,17:17:33,00:37:08,17:54:41,7458
194,187,5818870,17:36:04,00:18:40,17:54:44,4325
184,105,4973300,17:46:10,00:09:26,17:55:36,6624
177,177,6273610,17:19:19,00:36:28,17:55:47,2049
124,156,5581460,17:45:30,00:10:21,17:55:51,4544
171,1,6187460,17:27:30,00:28:27,17:55:57,3180
183,71,6606990,17:41:08,00:14:58,17:56:06,3668
52,22,5812600,17:27:12,00:30:02,17:57:14,5787
26,117,5581460,15:43:10,02:14:05,17:57:15,2174
131,174,6037820,17:38:29,00:20:05,17:58:34,7637
103,110,4687130,17:43:04,00:16:05,17:59:09,8577
89,181,4687130,17:49:08,00:10:26,17:59:34,4715
130,1,5145690,17:51:17,00:08:19,17:59:36,3505
87,197,4979870,17:46:10,00:13:39,17:59:49,7277
103,110,4687130,17:41:02,00:18:49,17:59:51,3986
115,1,6029990,17:41:12,00:18:41,17:59:53,6445
160,59,5993630,17:42:15,00:17:56,18:00:11,2409
13,8,5581460,17:50:38,00:09:51,18:00:29,8751
103,110,4687130,17:45:08,00:16:32,18:01:40,2031
172,6,5581460,17:41:10,00:20:57,18:02:07,7603
183,86,5614190,17:53:53,00:09:26,18:03:19,1491
44,44,5211030,16:54:49,01:08:38,18:03:27,5164
76,93,5594380,17:15:34,00:48:15,18:03:49,4316
33,166,5145690,17:55:08,00:09:26,18:04:34,7949
156,110,4687130,17:46:11,00:19:04,18:05:15,7390
43,132,5145580,17:13:13,00:53:05,18:06:18,8351
27,82,5901700,17:40:13,00:26:22,18:06:35,6715
1,14,5410840,17:34:30,00:32:06,18:06:36,8772
41,86,5077210,17:47:44,00:18:54,18:06:38,5060
25,160,5993630,17:50:42,00:16:12,18:06:54,7264
110,103,5255420,17:40:05,00:27:17,18:07:22,3985
156,110,4687130,17:48:00,00:19:24,18:07:24,2390
174,174,5066680,17:53:46,00:13:52,18:07:38,5910
113,143,5812600,17:40:29,00:27:28,18:07:57,7840
160,65,5993630,17:48:12,00:19:49,18:08:01,1855
160,160,5410840,17:22:29,00:45:55,18:08:24,2267
16,16,6037820,18:02:18,00:06:07,18:08:25,2220
56,64,5710230,17:33:55,00:34:40,18:08:35,1457
89,156,5395180,17:20:57,00:47:59,18:08:56,8899
25,82,6286710,17:53:13,00:15:44,18:08:57,5059
129,17,4306090,17:58:00,00:11:02,18:09:02,3163
59,104,4306090,17:34:32,00:34:30,18:09:02,3668
160,65,5993630,17:58:58,00:10:18,18:09:16,7607
143,113,5812600,17:52:41,00:17:19,18:10:00,5031
125,181,5119190,17:57:17,00:12:55,18:10:12,5892
14,5,6176840,17:17:38,00:52:36,18:10:14,5983
71,11,5054910,17:39:06,00:31:20,18:10:26,1391
12,116,2990120,18:02:48,00:07:47,18:10:35,1331
120,66,6029990,17:46:57,00:23:45,18:10:42,5253
65,14,5993630,17:55:46,00:14:56,18:10:42,8433
187,110,4979870,17:51:52,00:19:46,18:11:38,7377
84,93,5374960,17:40:47,00:31:13,18:12:00,4324
163,75,5581460,18:04:54,00:07:13,18:12:07,6440
131,166,5145690,17:59:33,00:12:38,18:12:11,5507
65,143,5812600,17:58:32,00:14:03,18:12:35,5300
180,100,4661990,17:38:48,00:33:49,18:12:37,4086
39,57,5204590,15:20:35,02:52:10,18:12:45,7139
47,47,6037820,18:07:09,00:06:00,18:13:09,5495
75,134,5597870,18:04:35,00:09:15,18:13:50,7597
96,84,6029990,17:19:28,00:54:55,18:14:23,5634
156,110,4687130,17:54:55,00:19:34,18:14:29,2165
83,82,5901700,17:57:59,00:17:00,18:14:59,2724
97,150,5479620,16:30:24,01:44:46,18:15:10,8176
8,8,3124960,18:07:21,00:08:00,18:15:21,3283
92,185,5479620,17:03:26,01:12:41,18:16:07,4371
3,3,5597870,18:09:47,00:06:26,18:16:13,7003
5,171,6176840,17:13:59,01:02:23,18:16:22,1874
49,178,5479620,17:14:29,01:02:05,18:16:34,4248
119,44,6018670,17:47:36,00:29:30,18:17:06,3973
179,16,5597870,17:49:47,00:28:09,18:17:56,4281
187,28,5876170,18:04:09,00:14:16,18:18:25,2978
170,166,5255420,18:08:16,00:10:22,18:18:38,7899
40,112,5537860,15:40:39,02:38:05,18:18:44,6281
163,96,2705610,17:50:06,00:28:56,18:19:02,8952
103,14,2545670,18:03:36,00:15:45,18:19:21,3538
165,7,6227110,17:56:28,00:23:15,18:19:43,3265
174,132,4975210,18:06:48,00:13:39,18:20:27,8032
75,167,5597870,17:56:38,00:23:59,18:20:37,4124
72,195,5385110,16:51:18,01:29:41,18:20:59,1998
156,44,5204590,18:06:31,00:14:33,18:21:04,3347
102,56,5901700,18:08:26,00:12:54,18:21:20,4589
160,59,5993630,18:06:24,00:15:01,18:21:25,1161
143,197,4979870,17:58:36,00:23:17,18:21:53,3904
156,110,4687130,18:02:10,00:19:46,18:21:56,4360
103,110,4687130,18:01:04,00:21:00,18:22:04,2711
1,154,5745010,17:34:06,00:48:19,18:22:25,2199
83,52,4306090,18:06:54,00:15:50,18:22:44,4307
146,92,5077210,18:12:45,00:10:06,18:22:51,4774
142,31,6176840,17:28:21,00:54:38,18:22:59,6071
93,76,5594380,18:11:07,00:12:03,18:23:10,8903
178,120,5077210,18:09:25,00:13:47,18:23:12,8255
110,180,4687130,18:07:45,00:16:24,18:24:09,4261
87,66,4979870,17:26:04,00:58:06,18:24:10,5821
70,70,5354890,18:04:11,00:20:01,18:24:12,7834
18,60,4636830,18:13:29,00:12:07,18:25:36,8611
188,129,4444490,17:57:21,00:28:57,18:26:18,7591
103,14,2545670,18:03:42,00:22:53,18:26:35,4540
186,167,5597870,18:05:12,00:21:43,18:26:55,3088
187,70,5354890,17:59:05,00:28:04,18:27:09,2474
1,177,5614190,18:10:33,00:16:39,18:27:12,2036
136,154,5745010,17:40:41,00:47:07,18:27:48,5801
199,199,5547510,17:22:52,01:05:11,18:28:03,7673
159,142,5823020,18:04:13,00:24:06,18:28:19,8192
61,148,5698270,18:07:48,00:20:50,18:28:38,5885
29,161,5534270,18:16:35,00:12:21,18:28:56,8126
96,87,4687130,18:04:27,00:24:34,18:29:01,6344
171,45,6176840,17:54:07,00:35:00,18:29:07,5943
171,96,4979870,18:18:56,00:10:31,18:29:27,4018
72,126,6037820,18:05:43,00:23:45,18:29:28,3504
168,168,6037820,18:16:25,00:13:35,18:30:00,3171
100,124,5794570,16:57:03,01:33:48,18:30:51,5625
44,44,4205820,18:23:22,00:07:41,18:31:03,1386
168,73,6037820,18:19:38,00:11:59,18:31:37,1303
168,126,6037820,18:14:20,00:17:25,18:31:45,5842
170,166,5255420,18:19:40,00:12:21,18:32:01,4982
183,52,5204590,18:07:31,00:24:38,18:32:09,4366
187,110,4979870,18:00:51,00:31:18,18:32:09,3603
114,33,1494910,18:15:50,00:16:50,18:32:40,2323
157,146,5479620,17:29:17,01:03:34,18:32:51,5299
168,168,6037820,18:27:20,00:05:44,18:33:04,2262
69,159,5823020,17:40:07,00:53:03,18:33:10,7637
75,134,5581460,18:21:37,00:11:51,18:33:28,7101
187,66,4979870,18:08:18,00:25:49,18:34:07,5645
103,100,2545670,18:02:35,00:32:03,18:34:38,3643
33,160,6187460,17:36:58,00:57:43,18:34:41,6317
160,66,6029990,17:50:28,00:44:43,18:35:11,8126
33,172,5601200,17:53:21,00:41:50,18:35:11,6621
178,49,5479620,18:09:38,00:25:34,18:35:12,8329
95,11,6232990,17:49:59,00:45:58,18:35:57,5165
44,9,5211030,18:24:26,00:11:46,18:36:12,3515
174,52,4306090,18:19:33,00:16:50,18:36:23,3328
197,66,4979870,18:20:24,00:16:07,18:36:31,1619
178,120,5077210,18:19:18,00:18:00,18:37:18,3908
18,73,6037820,18:25:11,00:12:10,18:37:21,1857
177,124,5242600,17:45:44,00:51:54,18:37:38,6738
190,125,5119190,18:26:12,00:11:43,18:37:55,8238
135,83,4306090,18:26:13,00:11:48,18:38:01,7565
134,73,5581460,17:56:17,00:41:58,18:38:15,6899
88,167,5350780,18:13:25,00:24:58,18:38:23,3717
8,183,3124960,18:29:31,00:08:54,18:38:25,4541
25,143,5812600,18:26:51,00:12:37,18:39:28,8442
166,33,5255420,18:25:00,00:14:42,18:39:42,7223
146,146,5479620,18:02:01,00:37:58,18:39:59,6602
26,26,5256070,17:19:42,01:21:01,18:40:43,1558
103,110,4687130,18:24:48,00:17:27,18:42:15,3389
98,126,6037820,18:23:20,00:19:04,18:42:24,6303
168,126,6037820,18:25:30,00:17:46,18:43:16,7223
33,66,4979870,18:26:56,00:16:32,18:43:28,6031
11,142,5735990,17:08:11,01:35:37,18:43:48,2517
79,151,5350780,16:35:21,02:08:29,18:43:50,4931
168,126,6037820,18:25:51,00:18:07,18:43:58,7199
180,67,5479620,17:56:58,00:47:05,18:44:03,7547
18,180,4687130,18:25:10,00:19:13,18:44:23,8903
103,100,2545670,18:07:03,00:37:59,18:45:02,5627
186,14,5823020,18:06:16,00:39:09,18:45:25,6347
72,73,6037820,18:21:06,00:24:21,18:45:27,3937
110,66,4979870,18:29:27,00:16:15,18:45:42,7899
14,100,2545670,18:31:30,00:14:23,18:45:53,6368
66,110,4979870,18:37:05,00:09:13,18:46:18,3621
103,100,2545670,18:13:17,00:33:09,18:46:26,7375
66,29,4979870,18:11:30,00:35:12,18:46:42,8896
190,125,5119190,18:39:03,00:07:48,18:46:51,8999
89,160,6029990,16:30:45,02:16:15,18:47:00,7331
16,73,6037820,18:15:52,00:32:20,18:48:12,2142
178,120,5077210,18:36:22,00:11:57,18:48:19,1263
185,139,5479620,18:21:02,00:28:10,18:49:12,3899
160,89,5993630,18:36:55,00:12:22,18:49:17,7801
73,126,6037820,18:21:40,00:28:01,18:49:41,4700
160,14,6176840,18:35:48,00:14:00,18:49:48,6444
33,19,6227110,18:38:59,00:10:51,18:49:50,1347
168,126,6037820,18:32:00,00:18:23,18:50:23,8277
125,66,5119190,18:27:30,00:23:00,18:50:30,3358
10,106,5932870,18:30:40,00:19:56,18:50:36,5717
28,178,5479620,18:00:15,00:50:25,18:50:40,4648
167,36,5597870,18:22:04,00:29:09,18:51:13,6211
186,149,3124960,18:24:09,00:27:07,18:51:16,3581
89,116,5043460,18:41:45,00:09:42,18:51:27,3183
33,19,6227110,18:42:12,00:09:16,18:51:28,4102
66,143,4979870,18:42:13,00:09:26,18:51:39,7398
5,5,5211030,18:11:41,00:40:00,18:51:41,2724
82,100,5577370,18:32:33,00:19:14,18:51:47,3994
168,126,6037820,18:34:28,00:17:20,18:51:48,7831
25,110,4687130,17:31:04,01:20:51,18:51:55,8758
144,85,5876170,18:26:27,00:25:33,18:52:00,2397
77,75,5266370,17:41:11,01:11:16,18:52:27,5703
64,19,6227110,18:43:18,00:09:16,18:52:34,2061
64,19,6227110,18:42:47,00:10:07,18:52:54,7039
61,148,5927970,18:16:30,00:36:39,18:53:09,6474
171,148,5698270,18:24:07,00:29:03,18:53:10,7812
168,126,6037820,18:36:52,00:16:59,18:53:51,8855
8,48,5422850,18:34:49,00:19:12,18:54:01,1157
151,151,5256070,17:28:34,01:25:53,18:54:27,3974
112,126,6037820,18:34:26,00:20:05,18:54:31,6199
167,134,5597870,16:46:40,02:08:27,18:55:07,8501
62,52,4306090,18:27:38,00:27:39,18:55:17,8396
174,19,6227110,18:46:57,00:08:27,18:55:24,6457
93,21,5523410,18:25:21,00:30:21,18:55:42,1998
8,183,3124960,18:20:28,00:35:27,18:55:55,8861
69,19,6227110,18:41:52,00:14:21,18:56:13,3015
73,126,6037820,18:31:30,00:24:46,18:56:16,5710
192,30,5601200,17:03:34,01:52:55,18:56:29,4661
1,171,6187460,18:34:28,00:22:06,18:56:34,4624
25,142,6545030,18:46:19,00:10:19,18:56:38,6073
171,171,6176840,18:12:44,00:44:02,18:56:46,1791
200,200,5395180,17:40:27,01:16:20,18:56:47,6641
7,87,5735990,18:20:01,00:36:50,18:56:51,3637
160,65,5993630,18:46:24,00:10:38,18:57:02,5107
64,19,6227110,18:51:30,00:07:11,18:58:41,8727
170,166,5255420,18:46:16,00:12:35,18:58:51,3601
167,36,5597870,18:27:22,00:31:30,18:58:52,5471
44,160,6029990,16:18:54,02:40:21,18:59:15,6309
33,166,5145690,18:49:13,00:10:24,18:59:37,1586
157,157,6301130,18:39:29,00:20:26,18:59:55,5116
3,167,5597870,18:22:00,00:37:58,18:59:58,7686
160,65,5993630,18:47:18,00:12:51,19:00:09,7452
11,14,5823020,17:32:55,01:27:45,19:00:40,7835
139,49,5479620,17:44:50,01:15:57,19:00:47,1347
44,5,4205820,18:36:36,00:25:02,19:01:38,6602
181,113,4306090,18:47:24,00:14:22,19:01:46,6008
5,5,4826250,17:03:13,01:58:35,19:01:48,2031
73,126,6037820,18:52:48,00:09:44,19:02:32,8271
103,100,2545670,18:32:59,00:29:41,19:02:40,1386
168,73,6037820,18:51:05,00:11:58,19:03:03,5836
187,66,4979870,18:26:12,00:37:53,19:04:05,6404
168,126,6037820,18:45:54,00:19:11,19:05:05,3132
129,24,5683640,18:19:25,00:46:06,19:05:31,4176
82,123,6286710,18:53:05,00:12:49,19:05:54,6621
8,168,4973300,18:48:45,00:18:01,19:06:46,3304
98,126,6037820,18:49:41,00:17:47,19:07:28,7990
170,115,5255420,18:53:07,00:14:41,19:07:48,6429
163,126,6037820,18:34:48,00:33:05,19:07:53,2564
104,181,4306090,18:34:38,00:33:38,19:08:16,3353
96,82,5901700,18:48:56,00:20:59,19:09:55,6781
59,1,6029990,18:42:03,00:28:19,19:10:22,6970
191,187,5735990,17:42:39,01:28:16,19:10:55,1057
104,163,5588080,18:26:53,00:44:17,19:11:10,8022
76,106,5932870,19:03:53,00:07:26,19:11:19,2336
165,197,5876170,18:30:00,00:41:24,19:11:24,7968
18,126,6037820,18:55:53,00:15:33,19:11:26,4274
104,163,5588080,18:29:32,00:42:08,19:11:40,3765
47,110,5745010,18:35:18,00:36:26,19:11:44,4056
151,151,5350780,17:24:15,01:47:37,19:11:52,7375
187,188,2545670,19:01:31,00:10:25,19:11:56,8100
40,174,4975210,18:56:13,00:15:50,19:12:03,6950
88,88,5350780,17:44:46,01:27:22,19:12:08,8197
84,96,4687130,18:57:51,00:14:48,19:12:39,8001
73,126,6037820,19:02:27,00:10:17,19:12:44,3319
59,143,4306090,19:02:12,00:10:43,19:12:55,6190
66,125,5119190,19:02:42,00:10:45,19:13:27,2933
73,150,5876170,18:49:17,00:24:32,19:13:49,5155
144,133,5823020,18:32:38,00:41:24,19:14:02,6913
168,126,6037820,18:41:08,00:33:21,19:14:29,2164
65,85,6286710,19:04:54,00:09:48,19:14:42,7363
73,126,6037820,18:45:33,00:29:19,19:14:52,2231
168,73,6037820,19:04:34,00:10:21,19:14:55,8512
160,89,5993630,19:06:50,00:08:32,19:15:22,6457
8,29,5422850,18:44:53,00:32:00,19:16:53,5710
33,19,6227110,19:09:01,00:08:07,19:17:08,5627
30,75,5266370,18:56:25,00:21:25,19:17:50,1570
73,28,5876170,18:43:51,00:34:40,19:18:31,8514
155,183,5204590,18:53:01,00:26:20,19:19:21,8776
5,103,4349060,18:10:25,01:08:58,19:19:23,8580
160,14,5204590,19:05:04,00:14:25,19:19:29,1730
69,174,6259900,18:53:52,00:25:50,19:19:42,6154
125,56,5119190,19:13:28,00:07:08,19:20:36,2836
155,41,5479620,18:52:02,00:28:58,19:21:00,8392
52,29,4979870,19:00:59,00:20:09,19:21:08,8772
167,93,5523410,18:49:11,00:32:02,19:21:13,1406
177,44,5581460,18:55:10,00:26:20,19:21:30,4550
80,66,4979870,18:54:44,00:26:51,19:21:35,5043
134,8,5581460,19:05:50,00:15:53,19:21:43,8536
163,126,6037820,18:43:02,00:38:46,19:21:48,1559
155,13,6245970,18:56:31,00:27:05,19:23:36,2210
199,170,5876170,18:47:35,00:36:12,19:23:47,7608
11,11,5614190,18:28:27,00:55:25,19:23:52,1544
160,44,5192300,18:56:15,00:27:53,19:24:08,8290
166,44,5255420,18:12:17,01:12:11,19:24:28,7745
110,66,4979870,19:08:09,00:16:27,19:24:36,2927
39,21,6066320,18:54:52,00:29:52,19:24:44,5533
171,1,6187460,18:56:56,00:28:29,19:25:25,1457
142,13,5735990,18:56:10,00:29:25,19:25:35,4841
86,183,5614190,19:18:02,00:09:05,19:27:07,1115
8,126,6037820,18:38:43,00:48:49,19:27:32,7632
28,73,5876170,19:05:15,00:22:41,19:27:56,2677
12,30,1494910,18:18:50,01:09:30,19:28:20,1835
125,9,5119190,19:10:53,00:18:02,19:28:55,3081
140,13,6245970,19:05:14,00:24:33,19:29:47,1817
89,89,5395180,17:44:59,01:44:49,19:29:48,4836
76,88,5350780,18:33:56,00:56:08,19:30:04,2207
163,17,4306090,19:12:03,00:18:32,19:30:35,7414
117,183,5614190,19:19:43,00:11:04,19:30:47,7225
39,8,3124960,19:04:01,00:26:52,19:30:53,3922
92,146,5479620,19:03:48,00:27:13,19:31:01,1470
143,86,5255420,18:33:57,00:57:05,19:31:02,3573
157,161,1637440,19:12:17,00:19:36,19:31:53,8513
170,166,5255420,19:19:43,00:12:42,19:32:25,5714
29,17,4306090,19:23:53,00:09:40,19:33:33,3653
39,21,6066320,19:07:54,00:26:13,19:34:07,7090
82,5,5577370,19:10:25,00:24:19,19:34:44,7470
135,135,3450770,18:53:56,00:40:52,19:34:48,6160
5,5,5211030,19:03:57,00:31:04,19:35:01,5948
144,41,5745010,19:09:18,00:25:58,19:35:16,8467
5,5,4826250,18:09:35,01:26:00,19:35:35,4296
104,163,5588080,18:49:22,00:46:21,19:35:43,7918
39,107,6066320,18:56:31,00:39:56,19:36:27,1152
150,73,5876170,19:17:52,00:18:46,19:36:38,1536
116,19,6227110,19:19:06,00:18:24,19:37:30,8260
53,5,4571260,19:12:02,00:25:33,19:37:35,8921
18,126,6037820,19:22:11,00:15:35,19:37:46,7098
68,21,6066320,19:08:02,00:29:53,19:37:55,8460
157,29,5901700,19:26:32,00:11:55,19:38:27,6545
124,124,5794570,19:31:29,00:07:20,19:38:49,3750
39,21,6066320,19:18:51,00:20:13,19:39:04,1950
156,100,2545670,19:11:28,00:27:47,19:39:15,3628
33,19,6227110,19:29:10,00:10:14,19:39:24,7812
66,181,4979870,16:40:08,02:59:18,19:39:26,1434
183,71,6606990,19:25:33,00:14:49,19:40:22,4447
49,146,5479620,18:58:24,00:42:46,19:41:10,1350
8,21,6066320,19:18:09,00:23:08,19:41:17,5912
171,110,4979870,19:30:39,00:10:49,19:41:28,5715
119,90,6029990,19:18:25,00:23:09,19:41:34,2303
33,1,6187460,19:25:07,00:16:54,19:42:01,4602
14,25,4926290,19:04:52,00:37:17,19:42:09,2816
66,110,4979870,19:34:59,00:07:41,19:42:40,7840
199,157,5876170,19:27:59,00:15:15,19:43:14,1742
143,66,4979870,19:27:08,00:16:24,19:43:32,8568
82,144,6286710,19:27:46,00:16:03,19:43:49,3838
66,96,4979870,19:35:07,00:08:47,19:43:54,3294
18,14,1555590,18:39:16,01:04:52,19:44:08,5834
39,173,5422850,19:30:51,00:13:22,19:44:13,3647
181,143,4306090,19:34:24,00:10:00,19:44:24,2470
161,102,5901700,19:29:26,00:15:41,19:45:07,7627
183,173,5422850,19:34:01,00:11:10,19:45:11,3826
64,19,6227110,19:36:26,00:08:51,19:45:17,3239
77,173,5422850,19:32:03,00:13:33,19:45:36,3527
120,110,6029990,19:28:40,00:17:12,19:45:52,1831
76,173,5422850,19:29:41,00:16:38,19:46:19,2835
120,119,6029990,19:16:15,00:30:52,19:47:07,7435
93,171,6176840,19:18:07,00:29:22,19:47:29,8367
109,49,5479620,18:52:42,00:55:00,19:47:42,8905
82,161,5901700,19:40:51,00:07:01,19:47:52,4414
14,160,5818870,19:14:00,00:34:31,19:48:31,7799
66,110,4979870,19:37:26,00:11:06,19:48:32,8513
77,117,5422850,19:30:43,00:17:56,19:48:39,3904
64,64,6227110,19:42:30,00:06:20,19:48:50,5700
103,44,5367320,19:01:20,00:47:35,19:48:55,2534
73,73,5876170,19:42:15,00:07:58,19:50:13,3125
48,150,5422850,19:04:27,00:46:14,19:50:41,1219
30,160,1494910,19:30:56,00:19:57,19:50:53,2451
199,73,5876170,19:01:43,00:49:18,19:51:01,6010
113,52,5812600,19:27:50,00:23:15,19:51:05,6972
168,184,4973300,19:32:25,00:18:41,19:51:06,8419
75,88,5350780,19:42:56,00:08:32,19:51:28,2780
183,173,5422850,19:40:03,00:11:26,19:51:29,1820
69,19,6227110,19:37:20,00:14:16,19:51:36,8274
168,168,6037820,18:50:57,01:00:54,19:51:51,7673
33,19,6227110,19:40:41,00:11:12,19:51:53,6375
120,178,6029990,19:38:10,00:13:53,19:52:03,6513
174,19,6227110,19:43:10,00:08:56,19:52:06,5842
12,19,6227110,19:44:36,00:07:35,19:52:11,5523
106,84,5932870,19:27:28,00:25:04,19:52:32,6326
88,73,6037820,18:42:40,01:10:18,19:52:58,2072
49,49,5479620,18:58:57,00:54:07,19:53:04,1762
75,173,5422850,19:37:23,00:15:46,19:53:09,6473
174,19,6227110,19:44:50,00:08:33,19:53:23,7839
66,110,4979870,19:47:11,00:07:27,19:54:38,2909
181,150,5876170,19:04:41,00:49:58,19:54:39,6686
8,173,5422850,19:40:58,00:13:55,19:54:53,7657
106,173,5422850,19:41:51,00:13:24,19:55:15,1946
76,173,5422850,19:38:26,00:16:56,19:55:22,6469
200,50,5211030,19:47:57,00:07:44,19:55:41,7393
160,65,5993630,19:44:42,00:11:25,19:56:07,2173
100,110,5745010,19:43:17,00:12:54,19:56:11,2227
174,19,6227110,19:49:02,00:07:18,19:56:20,1699
77,173,5422850,19:40:33,00:15:54,19:56:27,5867
113,66,5119190,19:33:54,00:22:37,19:56:31,6762
186,25,4926290,19:39:46,00:17:06,19:56:52,7691
64,19,6227110,19:48:02,00:09:38,19:57:40,7519
174,19,6227110,19:49:18,00:08:26,19:57:44,2172
120,120,6029990,19:51:20,00:06:47,19:58:07,4661
113,102,6068350,19:43:36,00:15:03,19:58:39,8934
197,66,6029990,19:35:45,00:22:56,19:58:41,8740
197,66,4979870,19:40:15,00:18:35,19:58:50,8088
59,160,5993630,19:35:35,00:23:16,19:58:51,3668
64,19,6227110,19:50:01,00:09:11,19:59:12,4633
5,25,4926290,19:47:04,00:12:18,19:59:22,7794
66,59,4979870,19:48:08,00:11:21,19:59:29,2637
123,44,5993630,19:43:09,00:16:24,19:59:33,7223
160,160,5993630,19:23:13,00:37:00,20:00:13,7186
18,8,5204590,17:56:35,02:04:09,20:00:44,2889
125,19,6227110,19:25:21,00:35:32,20:00:53,2658
29,29,5192300,19:46:20,00:15:33,20:01:53,1660
194,96,5818870,19:52:04,00:10:25,20:02:29,7734
183,107,5614190,19:51:40,00:11:24,20:03:04,4133
29,29,5192300,19:33:07,00:30:02,20:03:09,3665
98,183,3124960,17:09:45,02:53:36,20:03:21,4559
168,126,6037820,19:46:10,00:17:28,20:03:38,8016
156,72,5745010,18:52:31,01:12:51,20:05:22,6570
26,26,5256070,19:31:48,00:33:36,20:05:24,1483
9,9,5211030,19:31:34,00:34:39,20:06:13,8890
147,104,5735990,17:54:55,02:12:10,20:07:05,5162
174,69,6259900,19:25:30,00:41:40,20:07:10,6763
120,121,4642030,19:51:51,00:15:36,20:07:27,6453
29,29,5422850,19:27:03,00:40:26,20:07:29,6288
163,126,6037820,19:30:05,00:38:30,20:08:35,1759
66,110,4979870,19:28:51,00:43:10,20:12:01,4457
14,14,5729750,20:02:15,00:10:30,20:12:45,4055
160,160,5993630,19:22:07,00:52:01,20:14:08,8926
26,26,5256070,19:22:51,00:51:39,20:14:30,4745
5,190,6259900,19:41:19,00:34:10,20:15:29,1750
44,160,5367320,19:53:28,00:22:09,20:15:37,6454
160,160,6231120,19:57:29,00:19:24,20:16:53,3308
197,167,6232990,20:06:32,00:10:42,20:17:14,6924
64,56,6227110,19:50:39,00:27:13,20:17:52,2917
177,33,6187460,19:37:08,00:41:20,20:18:28,8133
49,49,5479620,19:46:24,00:32:32,20:18:56,8887
130,130,5824170,19:44:29,00:34:57,20:19:26,1399
29,29,5192300,19:28:11,00:51:31,20:19:42,5062
160,65,5993630,20:08:04,00:11:49,20:19:53,6072
197,146,5597870,19:54:23,00:26:57,20:21:20,4330
39,13,5581460,20:08:18,00:14:35,20:22:53,4708
146,90,6029990,19:46:21,00:36:52,20:23:13,8793
5,25,4926290,20:11:30,00:11:53,20:23:23,3573
33,33,4979870,20:17:51,00:05:46,20:23:37,2142
170,170,5255420,19:46:14,00:37:28,20:23:42,1193
29,110,4979870,20:09:00,00:15:11,20:24:11,5961
89,160,5993630,20:13:07,00:11:43,20:24:50,1857
13,198,5581460,19:31:29,00:55:16,20:26:45,2612
44,5,5192300,19:29:26,00:57:51,20:27:17,7434
29,66,4979870,20:11:38,00:16:08,20:27:46,4306
120,29,4642030,20:08:11,00:19:36,20:27:47,3959
115,154,5255420,19:56:32,00:31:43,20:28:15,7542
170,166,5255420,20:05:10,00:23:12,20:28:22,3734
64,160,1494910,20:05:16,00:24:12,20:29:28,1550
71,33,6227110,20:19:46,00:09:46,20:29:32,1851
59,17,4306090,20:16:43,00:12:55,20:29:38,4088
33,66,4979870,20:19:00,00:11:03,20:30:03,1977
73,28,5876170,19:59:36,00:30:43,20:30:19,3409
66,110,4979870,20:21:23,00:09:36,20:30:59,3862
73,28,5876170,19:55:13,00:35:48,20:31:01,1791
44,8,5581460,19:26:57,01:04:38,20:31:35,8062
102,102,6068350,20:06:55,00:25:07,20:32:02,1252
